NDC,Proprietary Name,Non-Proprietary Name,Dosage Form,Route Name,Company Name,Product Type
72288-645,Basic Care Loperamide Hydrochloride,Loperamide Hcl,Solution,Oral,Amazon.com Services Llc,Human Otc Drug
72288-758,Basic Care Loperamide Hydrochloride,Loperamide Hydrochloride,Suspension,Oral,Amazon.com Services Llc,Human Otc Drug
0113-7119,Basic Care Loperamide Hydrochloride And Simethicone,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,L. Perrigo Company,Human Otc Drug
72288-001,Basic Care Loperamide Hydrochloride And Simethicone,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Amazon.com Services Llc,Human Otc Drug
68391-224,Berkley And Jensen Anti Diarrheal,Loperamide Hydrochloride,"Tablet, Film Coated",Oral,Bjwc,Human Otc Drug
51991-073,"Butalbital, Acetaminophen, Caffeine And Codeine Phosphate","Butalbital, Acetaminophen, Caffeine And Codeine Phosphate",Capsule,Oral,"Breckenridge Pharmaceutical, Inc.",Human Prescription Drug
71335-0194,"Butalbital, Acetaminophen, Caffeine And Codeine Phosphate","Butalbital, Acetaminophen, Caffeine And Codeine Phosphate",Capsule,Oral,Bryant Ranch Prepack,Human Prescription Drug
0591-2641,"Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate","Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate",Capsule,Oral,"Actavis Pharma, Inc.",Human Prescription Drug
0591-3220,"Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate","Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate",Capsule,Oral,"Actavis Pharma, Inc.",Human Prescription Drug
0603-2553,"Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate","Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate",Capsule,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
63629-3152,"Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate","Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate",Capsule,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-0653,"Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate","Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate",Capsule,Oral,Bryant Ranch Prepack,Human Prescription Drug
79739-6670,"Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate","Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate",Capsule,Oral,"Lgm Pharma Solutions, Llc",Human Prescription Drug
79739-7028,"Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate","Butalbital, Acetaminophen, Caffeine, And Codeine Phosphate",Capsule,Oral,"Lgm Pharma Solutions, Llc",Human Prescription Drug
0527-1312,"Butalbital, Aspirin, Caffeine And Codeine Phosphate","Butalbital, Aspirin, Caffeine And Codeine Phosphate",Capsule,Oral,"Lannett Company, Inc.",Human Prescription Drug
0591-3546,"Butalbital, Aspirin, Caffeine And Codeine Phosphate","Butalbital, Aspirin, Caffeine And Codeine Phosphate",Capsule,Oral,"Actavis Pharma, Inc.",Human Prescription Drug
63629-2952,"Butalbital, Aspirin, Caffeine And Codeine Phosphate","Butalbital, Aspirin, Caffeine And Codeine Phosphate",Capsule,Oral,Bryant Ranch Prepack,Human Prescription Drug
69238-1993,"Butalbital, Aspirin, Caffeine And Codeine Phosphate","Butalbital, Aspirin, Caffeine And Codeine Phosphate",Capsule,Oral,Amneal Pharmaceuticals Ny Llc,Human Prescription Drug
68308-312,"Butalbital, Aspirin, Caffeine, And Codeine Phosphate","Butalbital, Aspirin, Caffeine, And Codeine Phosphate",Capsule,Oral,Mayne Pharma Inc.,Human Prescription Drug
29978-420,Capcof,"Codeine Phosphate, Phenylephrine Hydrochloride, Chlorpheniramine Maleate",Liquid,Oral,"Capital Pharmaceutical, Llc",Human Otc Drug
41520-772,Careone Diarrhea And Gas Control,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,American Sales Company,Human Otc Drug
41520-767,Careone Diarrhea Control,Loperamide Hcl,Suspension,Oral,American Sales Company,Human Otc Drug
41520-813,Careone Diarrhea Control,Loperamide Hcl,"Tablet, Film Coated",Oral,American Sales Company,Human Otc Drug
41520-841,Careone Diarrhea Control,Loperamide Hydrochloride,Suspension,Oral,American Sales Company,Human Otc Drug
50742-256,"Carisoprodol, Aspirin And Codeine Phosphate","Carisoprodol, Aspirin And Codeine Phosphate",Tablet,Oral,"Ingenus Pharmaceuticals, Llc",Human Prescription Drug
50090-0423,Cheratussin Ac,Codeine Phosphate And Guaifenesin,Liquid,Oral,A-s Medication Solutions,Human Otc Drug
66715-5759,Circle K Anti-diarrheal,Loperamide Hydrochloride,Tablet,Oral,"Lil' Drug Store Products, Inc",Human Otc Drug
68788-7921,Codeine Guaifenesin,"Codeine Phosphate, Guaifenesin",Solution,Oral,Preferred Pharmaceuticals Inc.,Human Otc Drug
69315-248,Codeine Guaifenesin,"Codeine Phosphate, Guaifenesin",Solution,Oral,"Leading Pharma, Llc",Human Otc Drug
0054-0243,Codeine Sulfate,Codeine Sulfate,Tablet,Oral,West-ward Pharmaceuticals Corp.,Human Prescription Drug
0054-0244,Codeine Sulfate,Codeine Sulfate,Tablet,Oral,West-ward Pharmaceuticals Corp.,Human Prescription Drug
0054-0245,Codeine Sulfate,Codeine Sulfate,Tablet,Oral,West-ward Pharmaceuticals Corp.,Human Prescription Drug
0527-1698,Codeine Sulfate,Codeine Sulfate,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
0527-1699,Codeine Sulfate,Codeine Sulfate,Tablet,Oral,"Lannett Company, Inc.",Human Prescription Drug
17856-0273,Codeine-guaifenesin,Codeine Phosphate And Guaifenesin,Solution,Oral,Atlantic Biologicals Corp.,Human Otc Drug
17856-0500,Codeine-guaifenesin,Codeine Phosphate And Guaifenesin,Solution,Oral,Atlantic Biologicals Corp.,Human Otc Drug
58657-500,Codeine-guaifenesin,Codeine Phosphate And Guaifenesin,Solution,Oral,"Method Pharmaceuticals, Llc",Human Otc Drug
68071-2472,Codeine-guaifenesin,Codeine Phosphate And Guaifenesin,Solution,Oral,"Nucare Pharmaceuticals,inc.",Human Otc Drug
68071-5173,Codeine-guaifenesin,Codeine Phosphate And Guaifenesin,Solution,Oral,"Nucare Pharmaceuticals,inc.",Human Otc Drug
68788-7235,Codeine-guaifenesin,Codeine Phosphate And Guaifenesin,Solution,Oral,Preferred Pharmaceuticals Inc.,Human Otc Drug
69367-272,Codeine-guaifenesin,Codeine Phosphate And Guaifenesin,Solution,Oral,"Westminster Pharmaceuticals, Llc",Human Otc Drug
71205-624,Codeine-guaifenesin,Codeine Phosphate And Guaifenesin,Solution,Oral,Proficient Rx Lp,Human Otc Drug
72189-337,Codeine-guaifenesin,Codeine Phosphate And Guaifenesin Solution,Solution,Oral,Direct Rx,Human Otc Drug
68025-071,Conzip,Tramadol Hydrochloride,"Capsule, Extended Release",Oral,"Vertical Pharmaceuticals, Llc",Human Prescription Drug
68025-072,Conzip,Tramadol Hydrochloride,"Capsule, Extended Release",Oral,"Vertical Pharmaceuticals, Llc",Human Prescription Drug
68025-073,Conzip,Tramadol Hydrochloride,"Capsule, Extended Release",Oral,"Vertical Pharmaceuticals, Llc",Human Prescription Drug
63940-119,Core Values Anti Diarrheal,Loperamide Hcl,"Tablet, Film Coated",Oral,Harmon Stores Inc.,Human Otc Drug
0409-1176,Demerol,Meperidine Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Hospira, Inc.",Human Prescription Drug
0409-1178,Demerol,Meperidine Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Hospira, Inc.",Human Prescription Drug
0409-1179,Demerol,Meperidine Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Hospira, Inc.",Human Prescription Drug
0409-1180,Demerol,Meperidine Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Hospira, Inc.",Human Prescription Drug
0409-1181,Demerol,Meperidine Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Hospira, Inc.",Human Prescription Drug
0409-1362,Demerol,Meperidine Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Hospira, Inc.",Human Prescription Drug
0409-1418,Demerol,Meperidine Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Hospira, Inc.",Human Prescription Drug
30698-335,Demerol,Meperidine Hydrochloride,Tablet,Oral,Validus Pharmaceuticals Llc,Human Prescription Drug
30698-337,Demerol,Meperidine Hydrochloride,Tablet,Oral,Validus Pharmaceuticals Llc,Human Prescription Drug
55910-224,Dg Health Anti Diarrheal,Loperamide Hydrochloride,"Tablet, Film Coated",Oral,"Dolgencorp, Llc",Human Otc Drug
55910-383,Dg Health Anti Diarrheal Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,"Dolgencorp, Llc",Human Otc Drug
42858-122,Dilaudid,Hydromorphone Hydrochloride,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-234,Dilaudid,Hydromorphone Hydrochloride,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-338,Dilaudid,Hydromorphone Hydrochloride,Tablet,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
42858-416,Dilaudid,Hydromorphone Hydrochloride,Solution,Oral,Rhodes Pharmaceuticals L.p.,Human Prescription Drug
76045-009,Dilaudid,Hydromorphone Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Fresenius Kabi Usa, Llc",Human Prescription Drug
76045-010,Dilaudid,Hydromorphone Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Fresenius Kabi Usa, Llc",Human Prescription Drug
76045-121,Dilaudid,Hydromorphone Hydrochloride,"Injection, Solution",Intramuscular; Intravenous; Subcutaneous,"Fresenius Kabi Usa, Llc",Human Prescription Drug
0054-4538,Diskets,Methadone Hydrochloride,Tablet,Oral,Hikma Pharmaceuticals Usa Inc.,Human Prescription Drug
0054-4218,Dolophine,Methadone Hydrochloride,Tablet,Oral,West-ward Pharmaceuticals Corp.,Human Prescription Drug
0054-4219,Dolophine,Methadone Hydrochloride,Tablet,Oral,West-ward Pharmaceuticals Corp.,Human Prescription Drug
61621-430,Dsuvia,Sufentanil,Tablet,Sublingual,"Acelrx Pharmaceuticals, Inc",Human Prescription Drug
50458-101,Duragesic (fentanyl system),Fentanyl,Patch,Transdermal,"Janssen Pharmaceuticals, Inc.",Human Prescription Drug
50458-102,Duragesic (fentanyl system),Fentanyl,Patch,Transdermal,"Janssen Pharmaceuticals, Inc.",Human Prescription Drug
50458-104,Duragesic (fentanyl system),Fentanyl,Patch,Transdermal,"Janssen Pharmaceuticals, Inc.",Human Prescription Drug
50458-105,Duragesic (fentanyl system),Fentanyl,Patch,Transdermal,"Janssen Pharmaceuticals, Inc.",Human Prescription Drug
50458-106,Duragesic (fentanyl system),Fentanyl,Patch,Transdermal,"Janssen Pharmaceuticals, Inc.",Human Prescription Drug
0641-6019,Duramorph,Morphine Sulfate,Injection,Epidural; Intrathecal; Intravenous,Hikma Pharmaceuticals Usa Inc.,Human Prescription Drug
0641-6020,Duramorph,Morphine Sulfate,Injection,Epidural; Intrathecal; Intravenous,Hikma Pharmaceuticals Usa Inc.,Human Prescription Drug
60951-602,Endocet,Oxycodone And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
60951-700,Endocet,Oxycodone And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
60951-701,Endocet,Oxycodone And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
60951-712,Endocet,Oxycodone And Acetaminophen,Tablet,Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
63629-2187,Endocet,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2188,Endocet,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2189,Endocet,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2190,Endocet,Oxycodone And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
41163-553,Equaline Anti Diarrheal Plus Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Supervalu Inc,Human Otc Drug
41163-210,Equaline Loperamide Hydrochloride,Loperamide Hcl,Solution,Oral,Supervalu Inc,Human Otc Drug
49035-224,Equate Anti Diarrheal,Loperamide Hydrochloride,"Tablet, Film Coated",Oral,Wal-mart Stores Inc,Human Otc Drug
49035-549,Equate Anti Diarrheal Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Wal-mart Stores Inc,Human Otc Drug
49035-695,Equate Diarrhea Control,Loperamide Hcl,Suspension,Oral,Wal-mart Stores Inc,Human Otc Drug
49035-451,Equate Loperamide Hydrochloride,Loperamide Hcl,Suspension,Oral,Wal-mart Stores Inc,Human Otc Drug
55319-224,Family Wellness Anti Diarrheal,Loperamide Hcl,"Tablet, Film Coated",Oral,Family Dollar Services Inc,Human Otc Drug
55319-823,Family Wellness Anti Diarrheal Plus Anti Gas,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Family Dollar Services Inc,Human Otc Drug
55319-106,Family Wellness Anti Diarrheal Plus Multi Symptom Relief,"Loperamide Hydrochloride, Simethicone",Tablet,Oral,Family Dollar Services Inc,Human Otc Drug
0378-9119,Fentanyl,Fentanyl,Patch,Transdermal,Mylan Pharmaceuticals Inc.,Human Prescription Drug
0378-9121,Fentanyl,Fentanyl,Patch,Transdermal,Mylan Pharmaceuticals Inc.,Human Prescription Drug
0378-9122,Fentanyl,Fentanyl,Patch,Transdermal,Mylan Pharmaceuticals Inc.,Human Prescription Drug
0378-9123,Fentanyl,Fentanyl,Patch,Transdermal,Mylan Pharmaceuticals Inc.,Human Prescription Drug
0378-9124,Fentanyl,Fentanyl,Patch,Transdermal,Mylan Pharmaceuticals Inc.,Human Prescription Drug
0378-9125,Fentanyl,Fentanyl,Patch,Transdermal,Mylan Pharmaceuticals Inc.,Human Prescription Drug
0378-9126,Fentanyl,Fentanyl,Patch,Transdermal,Mylan Pharmaceuticals Inc.,Human Prescription Drug
0378-9127,Fentanyl,Fentanyl,Patch,Transdermal,Mylan Pharmaceuticals Inc.,Human Prescription Drug
55700-748,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,"Quality Care Products, Llc",Human Prescription Drug
55700-749,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,"Quality Care Products, Llc",Human Prescription Drug
55700-753,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,"Quality Care Products, Llc",Human Prescription Drug
55700-811,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,"Quality Care Products, Llc",Human Prescription Drug
60505-7006,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7007,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7008,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7009,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7010,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7011,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7012,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7013,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7014,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7015,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7016,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7017,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7080,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7081,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7082,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7083,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7084,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7085,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7086,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
60505-7087,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Apotex Corp.,Human Prescription Drug
61919-602,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Directrx,Human Prescription Drug
61919-603,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Directrx,Human Prescription Drug
63629-4813,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
63629-4974,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
63629-4976,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
71335-0376,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
71335-1224,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
71335-1227,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
71335-1228,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
71335-1260,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
71335-1403,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
71335-1404,Fentanyl,Fentanyl,"Patch, Extended Release",Transdermal,Bryant Ranch Prepack,Human Prescription Drug
51862-634,Fentanyl Buccal,Fentanyl Citrate,Tablet,Buccal; Sublingual,Mayne Pharma,Human Prescription Drug
51862-635,Fentanyl Buccal,Fentanyl Citrate,Tablet,Buccal; Sublingual,Mayne Pharma,Human Prescription Drug
51862-636,Fentanyl Buccal,Fentanyl Citrate,Tablet,Buccal; Sublingual,Mayne Pharma,Human Prescription Drug
51862-637,Fentanyl Buccal,Fentanyl Citrate,Tablet,Buccal; Sublingual,Mayne Pharma,Human Prescription Drug
51862-638,Fentanyl Buccal,Fentanyl Citrate,Tablet,Buccal; Sublingual,Mayne Pharma,Human Prescription Drug
0093-7865,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Oral; Transmucosal,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0093-7866,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Oral; Transmucosal,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0093-7867,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Oral; Transmucosal,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0093-7868,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Oral; Transmucosal,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0093-7869,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Oral; Transmucosal,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0093-7870,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Oral; Transmucosal,"Teva Pharmaceuticals Usa, Inc.",Human Prescription Drug
0406-9202,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Transmucosal,Specgx Llc,Human Prescription Drug
0406-9204,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Transmucosal,Specgx Llc,Human Prescription Drug
0406-9206,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Transmucosal,Specgx Llc,Human Prescription Drug
0406-9208,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Transmucosal,Specgx Llc,Human Prescription Drug
0406-9212,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Transmucosal,Specgx Llc,Human Prescription Drug
0406-9216,Fentanyl Citrate,Fentanyl Citrate,Lozenge,Transmucosal,Specgx Llc,Human Prescription Drug
0409-1276,Fentanyl Citrate,Fentanyl Citrate,"Injection, Solution",Intramuscular; Intravenous,"Hospira, Inc.",Human Prescription Drug
0409-9093,Fentanyl Citrate,Fentanyl Citrate,"Injection, Solution",Intramuscular; Intravenous,"Hospira, Inc.",Human Prescription Drug
0409-9094,Fentanyl Citrate,Fentanyl Citrate,"Injection, Solution",Intramuscular; Intravenous,"Hospira, Inc.",Human Prescription Drug
0641-6024,Fentanyl Citrate,Fentanyl Citrate,Injection,Intramuscular; Intravenous,Hikma Pharmaceuticals Usa Inc.,Human Prescription Drug
0641-6025,Fentanyl Citrate,Fentanyl Citrate,Injection,Intramuscular; Intravenous,Hikma Pharmaceuticals Usa Inc.,Human Prescription Drug
